Internet_Users;GDP_Per_Capita;Electricity_Access;Electricity_Access_Rural;Electricity_Access_Urban;Broadband_Subscriptions;Life_Expectancy;Sec_Edu_Duration;Literacy_Female;Literacy_Male;Literacy_Total;Pop_0_14;Pop_15_64;Pop_65_Above;Pop_Female;Pop_Male;Pop_Total;Pop_Rural;Pop_Urban;clusters
-2,50E+00;-0.5173317296308306;0.6080126863199464;0.6675609688043282;0.518124731888902;-0.8012350014411113;-0.49614586787273335;0.6964170882424454;-0.6753739836069319;-0.30358910182041793;-0.5289025654040613;-0.23411000204596435;0.6775856816239249;-0.309787954576725;-0.4883062393171703;0.48830623931717043;0.9838234594721267;0.9692018675072556;-0.9692018675072556;3
-1.335.884.445.494.600;-0.5001551475244711;0.481831763680733;0.4589007763627205;0.4610564482472435;-0.8898821294407306;-0.33379875780207385;-0.45799446329325877;0.0;0.0;-1,40E+01;-0.03464845109679679;0.46864619697259674;-0.4294632882535551;-0.031338924748531796;0.0313389247485318;-0.10054444769308973;0.26368182428224984;-0.26368182428224984;3
-1.321.123.177.994.310;-0.4848350656127453;0.50154753284311;0.47135810128460764;0.49672412552328016;-0.8830353631416458;-0.2953585551734641;-0.45799446329325877;0.0;0.0;-1,40E+01;-0.053464561126987824;0.49324470336407306;-0.42326446436215326;-0.03381928120277739;0.0338192812027774;-0.0976281336393544;0.2325828818419892;-0.2325828818419892;3
-12.436.897.861.928.200;-0.47576967600712067;0.5212633020054872;0.5025014135893252;0.49672412552328016;-0.8798287072647459;-0.25982448470234265;-0.45799446329325877;1.263.952.446.236.880;14.105.926.029.199.100;13.402.523.373.835.100;-0.07214925930399603;0.5185784585333282;-0.41805353263402256;-0.03573958836305521;0.035739588363055214;-0.09483110956497581;0.2014381383082964;-0.2014381383082964;3
-10.707.896.541.269.800;-0.47746446499525314;0.5409790711678643;0.5305303946635712;0.503857660978487;-0.8640919622288535;-0.2378963966049228;-0.45799446329325877;1.263.952.446.236.880;14.105.926.029.199.100;13.402.523.373.835.100;-0.09021718819652506;0.5415113553147092;-0.4113852221787892;-0.03738245920919196;0.03738245920919197;-0.09212940096732036;0.17038499696146722;-0.17038499696146722;3
-0.9518314110121875;-0.466738150264965;0.5449222250003395;0.5367590571245143;0.503857660978487;-0.829749199748227;-0.22481880189621986;-0.45799446329325877;1.344.757.714.147.040;14.105.926.029.199.100;13.402.523.373.835.100;-0.10891252912882235;0.5613197932628111;-0.4004022115609573;-0.038888458755795156;0.03888845875579516;-0.08951431514740402;0.13942345780150225;-0.13942345780150225;3
-0.7097325656575122;-0.4473421834491308;0.5646379941627165;0.5647880381987603;0.5109911964336951;-0.8032986384385595;-0.20658942745378547;-0.45799446329325877;0.0;0.0;-1,40E+01;-0.12939285325089808;0.5803663512633602;-0.38560758393495576;-0.04009755863392203;0.04009755863392204;-0.0869999512727737;0.1087367252021284;-0.1087367252021284;3
-0.44372046695237505;-0.4161086255884987;0.5804106094926185;0.5897026880425343;0.5109911964336951;-0.7305070205073104;-0.15348646712148034;-0.45799446329325877;1.344.757.714.147.040;14.105.926.029.199.100;14.386.289.112.144.300;-0.15162378297953186;0.5986739003488947;-0.3670832856435142;-0.04086806364054519;0.040868063640545196;-0.08459104636043775;0.07823319697648205;-0.07823319697648205;3
-0.17007468419709054;-0.3880731559846199;0.5961832248225203;0.6115030066558367;0.5109911964336951;-0.6936724617401755;-0.12970902219656594;-0.45799446329325877;0.0;0.0;-1,40E+01;-0.1752807489502158;0.6157885229580712;-0.3449054133839029;-0.041398677995290616;0.04139867799529062;-0.08224469725752295;0.04800447531142744;-0.04800447531142744;3
0.04206230271950603;-0.39980543528913814;0.5212633020054872;0.4869297574369664;0.4895905900680722;-0.6818935424999756;-0.35559474898324356;-0.45799446329325877;1.425.562.982.057.200;14.105.926.029.199.100;14.386.289.112.144.300;-0.20035368681257107;0.637177057026007;-0.3247841675143121;-0.03993278581886814;0.039932785818868145;-0.08009442163823423;0.017958958020100325;-0.017958958020100325;3
0.33651444347519227;-0.35290842620245916;0.6080126863199464;0.6333033252691391;0.5109911964336951;-0.6397190960623911;-0.5191307313001506;-0.45799446329325877;0.0;0.0;-1,40E+01;-0.22559599635402;0.665657077389577;-0.3117616312399305;-0.03777502188554653;0.03777502188554654;-0.07829764048083317;-0.011765951617203575;0.011765951617203575;3
0.4904568905656651;-0.2831869855707297;0.6395579169797497;0.6333033252691391;0.518124731888902;-0.6144486204257513;-0.4293048282504764;-0.45799446329325877;0.0;0.0;-1,40E+01;-0.25490950758048275;0.6914918424504923;-0.28910040313476565;-0.03752828842659157;0.037528288426591574;-0.07638131136481607;-0.041261855787347854;0.041261855787347854;3
-159.666.683.799.964;-0.2778445576279038;0.6119558401524217;0.6395319877300827;0.49672412552328016;0.0;-0.4592908282391178;1,03E+01;-0.6753739836069319;0.06373554919536802;-0.4305259915731364;1.271.642.329.000.320;-1.181.745.917.514.300;-0.9195208263040048;0.0761891293158763;-0.07618912931587632;-0.30308468816512396;-0.5678828280673476;0.5678828280673477;3
-1.436.918.292.359.050;-0.33414560396779824;0.6080126863199464;0.6115030066558367;0.518124731888902;0.0;-0.3415924758607952;-0.45799446329325877;-0.19054237614597772;0.5535017505497493;0.061356877581488105;12.391.622.058.817.100;-1.132.998.776.927.690;-0.9153662589460827;0.05215047841128315;-0.05215047841128316;-0.30040760595317667;-0.5828139845261473;0.5828139845261472;3
-11.467.996.379.909.500;-0.5207425664256039;0.6277284554823236;0.6519893126519695;0.518124731888902;0.0;-0.331817304058331;-0.45799446329325877;-0.028931840325659635;0.5535017505497493;0.15973345141241302;11.862.981.134.511.700;-10.574.926.548.061.300;-0.9046117312741088;0.035203913493797125;-0.03520391349379713;-0.298632664265758;-0.5982031519192662;0.5982031519192659;3
-0.11140216047095765;-0.46997503273558916;0.6356147631472745;0.6769039624957434;0.518124731888902;-0.1538384882878494;-0.143579198402766;-0.45799446329325877;0.21348396340481748;0.6759433008883446;0.45486317290518774;1.152.115.713.872.930;-10.122.640.085.182.300;-0.8939146469603964;0.03203080114290908;-0.032030801142909085;-0.29783031548173106;-0.6066305531107359;0.6066305531107362;3
-0.6547573879814506;-0.3858859384868602;0.6356147631472745;0.686246956187159;0.5109911964336951;-0.13521431567891468;0.0018595063879549183;-0.45799446329325877;-0.08721961853230795;0.0;-1,40E+01;1.113.648.220.407.050;-0.9628178617601766;-0.8803641008307566;0.024330101248519517;-0.02433010124851952;-0.2969719833491253;-0.6155617663299566;0.6155617663299566;3
-0.28831595146187394;-0.3761118517291318;0.6395579169797497;0.6893612874176306;0.518124731888902;-0.1419392910848217;0.010049515195424815;-0.45799446329325877;0.0;0.0;-1,40E+01;10.727.802.051.613.000;-0.9097672915554944;-0.8665082181776985;0.014459041365558964;-0.014459041365558966;-0.29611524532491734;-0.6249509904834964;0.6249509904834963;3
0.040350698606972844;-0.4525310931551465;0.6395579169797497;0.6893612874176306;0.518124731888902;0.14413314415160602;-0.3139842203646452;-0.45799446329325877;0.0;0.0;-1,40E+01;10.322.376.895.911.900;-0.850767954278882;-0.8593977817989978;0.007679985096780281;-0.007679985096813112;-0.2952604611006194;-0.6347982255713552;0.6347982255713552;3
0.438356645464659;-0.35406389381229014;0.6395579169797497;0.6893612874176306;0.518124731888902;0.14246892076656714;-0.14820259047149875;-0.45799446329325877;0.0;0.0;-1,40E+01;0.9901349461985038;-0.7856721814511629;-0.8559980348085219;0.0008618940745035567;-0.0008618940745035568;-0.2943777781300448;-0.6451492726869649;0.6451492726869649;3
0.9203260876989663;-0.28028406371601344;0.6395579169797497;0.6893612874176306;0.518124731888902;0.11703656158247351;-0.021653744704459205;-0.45799446329325877;0.0;0.0;-1,40E+01;0.943871648602264;-0.7131740136136602;-0.8532721671879416;-0.008089059823799979;0.008089059823799979;-0.29345373156024107;-0.6559125296434616;0.6559125296434616;3
0.8572181545477477;11.971.937.066.981.800;0.6395579169797497;0.6893612874176306;0.518124731888902;0.8495747431143228;12.346.330.350.925.500;-1.612.406.014.828.960;0.0;0.0;-1,40E+01;-0.6234317118572428;0.4587397469638415;0.5764152878867783;0.190161805797592;-0.1901618057975592;-0.32995087846676013;-0.22483263826240785;0.22483263826240785;0
0.9038813327861487;12.935.952.578.739.400;0.6395579169797497;0.6893612874176306;0.518124731888902;0.9660249921565411;12.481.649.143.181.200;-1.612.406.014.828.960;0.0;0.0;-1,40E+01;-0.622210667357593;0.39901555267418004;0.63654761743867;0.19829530873298998;-0.19829530873299;-0.32992842502463376;-0.2339470558553561;0.2339470558553561;0
10.881.863.012.897.000;14.670.911.824.167.100;0.6395579169797497;0.6893612874176306;0.518124731888902;10.649.555.077.453.500;13.010.036.808.179.200;-1.612.406.014.828.960;0.0;0.0;-1,40E+01;-0.628635786588315;0.3544877973956214;0.6937830731207623;0.2116539393235836;-0.21165393932358365;-0.32989705696588095;-0.24306147344830467;0.24306147344830467;0
10.882.952.535.022.100;23.317.150.781.715.300;0.6395579169797497;0.6893612874176306;0.518124731888902;11.272.958.028.185.500;13.148.577.476.440.900;-1.612.406.014.828.960;0.0;0.0;-1,40E+01;-0.6400712086017358;0.3232504692132588;0.7456496567920352;0.21421109289690343;-0.21421109289690346;-0.3298561714142399;-0.25213008994782077;0.25213008994782077;0
10.884.780.120.522.100;2.401.896.884.038.650;0.6395579169797497;0.6893612874176306;0.518124731888902;11.854.301.515.186.600;13.412.771.308.940.000;-1.612.406.014.828.960;0.0;0.0;-1,40E+01;-0.6561114987684076;0.3047420884547597;0.7920465538096502;0.20746795206716387;-0.2074679520671639;-0.32980681508125714;-0.26124450754076933;0.26124450754076933;0
11.100.575.793.026.300;27.514.321.924.212.200;0.6395579169797497;0.6893612874176306;0.518124731888902;12.205.830.882.017.300;14.076.477.766.193.600;-1.612.406.014.828.960;0.0;0.0;-1,40E+01;-0.6765275540863387;0.2936363544784459;0.8381332051944761;0.20315618151745804;-0.20315618151745807;-0.32975868391859176;-0.27086273716146864;0.27086273716146864;0
12.114.920.891.420.800;30.278.643.032.971.800;0.6395579169797497;0.6893612874176306;0.518124731888902;1.241.143.811.658.710;14.140.915.286.315.400;-1.612.406.014.828.960;0.0;0.0;-1,40E+01;-0.7003136185428809;0.28775053934080475;0.8844820979588887;0.19782626069579387;-0.1978262606957939;-0.3297032710832853;-0.28107638099678256;0.28107638099678256;0
12.114.920.891.420.800;33.000.296.477.867.300;0.6395579169797497;0.6893612874176306;0.518124731888902;12.633.838.878.042.300;14.798.177.991.556.900;-1.612.406.014.828.960;0.0;0.0;-1,40E+01;-0.728215329834159;0.2871813433380459;0.9322533121294478;0.1962216850705671;-0.19622168507056711;-0.3296412968830186;-0.29183963795327933;0.29183963795327933;0
13.872.144.349.704.800;35.764.896.733.306.000;0.6395579169797497;0.6893612874176306;0.518124731888902;13.231.446.366.306.200;14.604.865.431.191.700;-1.612.406.014.828.960;0.0;0.0;-1,40E+01;-0.7585298891632412;0.2860746339145801;0.9846641315295308;0.19991776370946035;-0.19991776370946038;-0.3295941005484218;-0.30319830912439066;0.30319830912439066;0
14.735.362.185.596.400;4.454.295.262.946.230;0.6395579169797497;0.6893612874176306;0.518124731888902;1.393.216.005.792.510;14.337.449.722.686.600;-1.612.406.014.828.960;0.0;0.0;-1,40E+01;-0.7872679487674429;0.2866669818392899;10.326.398.749.044.700;0.20141087962523105;-0.20141087962519824;-0.3295499185951343;-0.3150607923232531;0.3150607923232531;0
15.134.092.137.479.100;5.301.514.271.907.090;0.6395579169797497;0.6893612874176306;0.518124731888902;14.064.314.524.000.700;15.265.350.012.439.300;-1.612.406.014.828.960;0.0;0.0;-1,40E+01;-0.8213726572730193;0.29329574974622435;10.834.036.313.941.700;0.2010621386721353;-0.20106213867213532;-0.329427368275748;-0.3274728886432984;0.32747288864329865;0
0.6421253995435939;0.5434969068391556;0.6395579169797497;0.6893612874176306;0.518124731888902;0.9468410353180932;13.480.430.705.067.800;-0.45799446329325877;0.0;0.0;-1,40E+01;0.02395729472225114;-0.3173346942052476;0.28996446356820116;0.20316634973818873;-0.20316634973818876;-0.32688937017220243;-15.996.898.609.012.100;1.599.689.860.901.210;0
0.6228057120557208;0.6497239962194364;0.6395579169797497;0.6893612874176306;0.518124731888902;0.9760708496807756;1.394.438.084.994.410;-0.45799446329325877;0.0;0.0;-1,40E+01;0.02901469612106722;-0.3647181254308663;0.33075826247924023;0.197353383149793;-0.19735338314979303;-0.3267515963025477;-16.029.417.385.348.800;16.029.417.385.348.800;0
0.7903636711214564;0.64903572179655;0.6395579169797497;0.6893612874176306;0.518124731888902;10.620.885.047.320.300;14.073.255.890.187.600;-0.45799446329325877;0.0;0.0;-1,40E+01;0.03200765060323965;-0.40203115814916096;0.3645554481877081;0.19134571225162594;-0.19134571225162597;-0.32660716490362107;-16.062.852.183.554.100;16.062.852.183.554.100;0
0.8724046871355408;0.6978038803007152;0.6395579169797497;0.6893612874176306;0.518124731888902;1.062.065.810.776.780;13.937.937.097.931.900;-0.45799446329325877;0.0;0.0;-1,40E+01;0.034143309652990235;-0.4406755672803789;0.40118871749425433;0.18579862371362005;-0.18579862371358724;-0.3264551513185792;-16.097.203.003.628.000;16.097.203.003.628.000;0
0.9532753455121026;0.8023094505526825;0.6395579169797497;0.6893612874176306;0.518124731888902;11.013.263.533.601.900;14.408.330.994.820.400;-0.45799446329325877;0.0;0.0;-1,40E+01;0.03500316844303577;-0.4805750817964279;0.4412862830355658;0.17886292575467458;-0.1788629257546746;-0.32630175074827233;-16.132.469.845.570.500;16.132.469.845.570.500;0
10.210.401.071.009.100;0.8599588050074141;0.6395579169797497;0.6893612874176306;0.518124731888902;11.395.505.386.538.400;14.598.421.679.179.500;-0.45799446329325877;0.0;0.0;-1,40E+01;0.03471937510488672;-0.516640570505834;0.4793248604305121;0.16956607711772936;-0.1695660771177294;-0.32614705565838487;-16.169.110.720.316.100;16.169.110.720.316.100;0
10.966.740.301.023.700;0.8933262062952138;0.6395579169797497;0.6893612874176306;0.518124731888902;11.853.091.170.906.500;14.930.274.907.806.400;-0.45799446329325877;0.0;0.0;-1,40E+01;0.03026311860736268;-0.542416606743162;0.5137031040732513;0.15943098185760424;-0.15943098185760426;-0.3259903263234421;-16.206.667.616.930.200;16.206.667.616.930.200;0
1.204.034.134.466.940;0.9460507025494962;0.6395579169797497;0.6893612874176306;0.518124731888902;11.886.073.052.537.300;14.933.496.783.812.500;-0.45799446329325877;0.0;0.0;-1,40E+01;0.02260250568350934;-0.5590969553649198;0.5440272520334853;0.14912217010490558;-0.1491221701049056;-0.32583202507186565;-16.244.682.524.478.700;16.244.682.524.478.700;0
1.321.400.269.444.210;0.9382195656174672;0.6395579169797497;0.6893612874176306;0.518124731888902;1.257.521.282.697.840;14.727.296.719.423.000;-0.45799446329325877;0.0;0.0;-1,40E+01;0.013839541226594572;-0.5713276325739514;0.5715814421582552;0.13998743242881379;-0.1399874324288138;-0.32568306285440674;-1.628.407.146.483.010;16.284.071.464.830.100;0
13.273.610.098.443.200;11.749.252.304.639.300;0.6395579169797497;0.6893612874176306;0.518124731888902;12.681.193.597.998.400;14.530.762.283.051.700;-0.45799446329325877;0.0;0.0;-1,40E+01;0.004998220762277119;-0.5799114299502237;0.5954702504259579;0.1319157743969649;-0.13191577439693208;-0.3255385389897958;-16.323.918.416.115.900;16.323.918.416.115.900;0
13.819.741.850.078.800;14.439.382.275.213.700;0.6395579169797497;0.6893612874176306;0.518124731888902;12.272.551.110.453.800;14.794.956.115.550.800;-0.45799446329325877;0.0;0.0;-1,40E+01;-0.008642979661451639;-0.5743684092597418;0.6127633666259149;0.1234755404959088;-0.12347554049590881;-0.3253664603512539;-16.364.681.389.270.300;1.636.468.138.927.030;0
0.11599165078343358;0.738672295557625;0.6395579169797497;0.6893612874176306;0.518124731888902;0.7408328742055345;14.186.021.550.400.500;18.508.286.397.781.400;0.0;0.0;-1,40E+01;-13.553.177.581.661.000;0.23790205378297474;20.439.280.133.376.100;0.5499505629149586;-0.5499505629149586;-0.27915006135788323;-0.5336236101802856;0.5336236101802854;0
0.20840069992271815;0.7308320450794837;0.6395579169797497;0.6893612874176306;0.518124731888902;0.7684968056559303;14.782.068.611.526.400;18.508.286.397.781.400;0.0;0.0;-1,40E+01;-13.605.513.997.895.600;0.19359731376595132;20.989.165.742.897.800;0.5402356670570442;-0.5402356670570443;-0.27850813591288814;-0.5471349327426963;0.5471349327426963;0
0.10926121572080369;0.725211910810562;0.6395579169797497;0.6893612874176306;0.518124731888902;0.8142780780479989;15.310.456.276.524.500;18.508.286.397.781.400;0.0;0.0;-1,40E+01;-13.693.322.890.522.600;0.14980806895948312;21.593.662.677.122.000;0.5329480700985243;-0.5329480700985244;-0.27799477383073146;-0.5605546531182434;0.5605546531182437;0
0.19723837002250263;0.7568282497388457;0.6395579169797497;0.6893612874176306;0.518124731888902;0.8815580907140693;14.588.756.051.161.300;18.508.286.397.781.400;0.0;0.0;-1,40E+01;-1.381.082.179.080.670;0.11661719636901735;22.137.990.066.078.400;0.5219801859277734;-0.5219801859277734;-0.2780489198861626;-0.5739743734937905;0.5739743734937903;0
0.30909363179966276;0.8966701690747239;0.6395579169797497;0.6893612874176306;0.518124731888902;0.967484969944325;15.513.434.464.907.900;18.508.286.397.781.400;0.0;0.0;-1,40E+01;-13.958.811.762.145.300;0.09621587237104995;2.260.068.343.020.170;0.5024553139989724;-0.5024553139989725;-0.27814423721219944;-0.5872566905890418;0.587256690589042;0
0.3707043506758525;0.9710413692193907;0.6395579169797497;0.6893612874176306;0.518124731888902;10.984.744.796.503.800;15.120.365.592.165.500;18.508.286.397.781.400;0.0;0.0;-1,40E+01;-14.117.241.204.366.400;0.08256529114787037;23.010.726.235.010.400;0.4780097587179024;-0.47800975871790247;-0.2782281858823476;-0.6004932065908611;0.6004932065908615;0
0.7682006823460289;10.358.539.781.252.100;0.6395579169797497;0.6893612874176306;0.518124731888902;11.740.907.385.451.400;15.648.753.257.163.500;18.508.286.397.781.400;0.0;0.0;-1,40E+01;-14.287.270.711.907.400;0.07104084381362423;23.418.241.733.528.600;0.4558949483159817;-0.4558949483159818;-0.27833447426183044;-0.6139587280598401;0.6139587280598403;0
0.5384696704040923;11.942.592.873.169.500;0.6395579169797497;0.6893612874176306;0.518124731888902;1.218.691.925.264.180;15.848.509.569.540.900;18.508.286.397.781.400;17.487.840.536.978.300;1.655.475.703.597.100;17.337.586.327.072.100;-14.475.757.881.574.700;0.05454434681386715;2.390.874.601.415.900;0.44538526100152753;-0.4453852610015276;-0.2789749646394047;-0.6276074539025467;0.6276074539025469;0
0.6309982155183792;10.926.688.075.514.800;0.6395579169797497;0.6893612874176306;0.518124731888902;13.097.778.969.880.600;14.128.027.782.291.000;18.508.286.397.781.400;0.0;0.0;-1,40E+01;-14.668.449.458.834.400;0.04234963077399825;24.361.560.558.040.500;0.4403531352326661;-0.44035313523266617;-0.2792433277950416;-0.6414851852124128;0.6414851852124128;0
0.7848984875588513;13.678.083.701.670.600;0.6395579169797497;0.6893612874176306;0.518124731888902;1.387.444.176.507.120;1.472.407.484.341.680;18.508.286.397.781.400;0.0;0.0;-1,40E+01;-14.874.165.413.055.700;0.031055875538273624;2.482.701.512.822.900;0.4330054418491251;-0.43300544184912515;-0.27952597504959403;-0.6555461208960064;0.6555461208960066;0
11.433.301.791.657.700;1.657.436.888.566.900;0.6395579169797497;0.6893612874176306;0.518124731888902;13.803.409.685.137.100;1.505.914.994.804.980;18.508.286.397.781.400;0.0;0.0;-1,40E+01;-15.093.124.895.249.300;0.024366440481199392;2.526.691.337.825.520;0.4275119230811403;-0.42751192308114033;-0.27963647709031186;-0.6697902609533277;0.6697902609533275;0
-0.6586234342315253;-0.5529428030561716;0.36748030253894565;0.31875587099149144;0.3255192745983039;-0.6434454435145281;0.25535348867078445;-1.612.406.014.828.960;0.0;0.0;-1,40E+01;-0.2414450394605238;0.7704837110917455;-0.39412959396238184;0.1761694072878444;-0.17616940728784442;-0.3316403217591612;0.13287390144074038;-0.13287390144074038;3
-0.5422905879792786;-0.5412267587540249;0.39902553319874945;0.39972848298375735;0.2755845264118524;-0.5965135875912576;0.2525794534295444;-1.612.406.014.828.960;0.0;0.0;-1,40E+01;-0.31202320469970996;0.8707874735511677;-0.37924703407124066;0.17614640642310336;-0.1761464064231034;-0.33162991289707594;0.12288926307258576;-0.12288926307258576;3
-0.42621430661453696;-0.5365461725621034;0.3753666102038966;0.353013514526681;0.28985159732226723;-0.5688163716731611;0.1957777794422501;-1.612.406.014.828.960;0.0;0.0;-1,40E+01;-0.3775829099056207;0.9678303804894439;-0.3694542234536089;0.17622900859478982;-0.17622900859478985;-0.33162060899991846;0.1121718072095208;-0.1121718072095208;3
-0.3623015329258027;-0.5250118956424105;0.4384570715235036;0.41218580790564413;0.37545402278475537;-0.3613557974245685;0.11810479268753342;-1.612.406.014.828.960;0.0;0.0;-1,40E+01;-0.4369326489514078;10.535.427.200.399.800;-0.35836203214917145;0.17684419322298917;-0.1768441932229892;-0.3316124858895499;0.10076733494497762;-0.10076733494497762;3
-0.2868890289368465;-0.5061345216839828;0.5054906866755853;0.47135810128460764;0.4824570546128653;-0.20904531676063814;0.06870054601021185;-1.612.406.014.828.960;0.0;0.0;-1,40E+01;-0.49234928586233784;11.259.493.260.959.200;-0.34006361143714975;0.1783463325916927;-0.17834633259169272;-0.3316056609973893;0.0886300451855238;-0.0886300451855238;3
0.08935459212041921;-0.48692548037971284;0.537035917335389;0.5118444072807404;0.503857660978487;-0.3367752180275446;0.05430198213901492;-1.612.406.014.828.960;0.0;0.0;-1,40E+01;-0.5476319304087843;11.959.060.206.649.100;-0.3194404099990138;0.18100085252034367;-0.1810008525203437;-0.33160025267951276;0.07580573902459141;-0.07580573902459141;3
0.5512557397293392;-0.4771111553324859;0.5685811479951923;0.5616737069682888;0.518124731888902;-0.2153466716685352;0.038714546021572274;-1.612.406.014.828.960;0.0;0.0;-1,40E+01;-0.6034840065503974;12.644.144.426.729.400;-0.2963461322025938;0.18514325302402793;-0.18514325302402795;-0.33159624614141064;0.0622486153687487;-0.0622486153687487;3
0.6435663804186216;-0.4749095140098098;0.5961832248225203;0.6146173378863082;0.518124731888902;-0.12738490111748202;0.03528002619908338;-1.612.406.014.828.960;0.0;0.0;-1,40E+01;-0.6585866495307395;13.273.910.566.355.300;-0.2687582132807953;0.1905793142864628;-0.19057931428646283;-0.33159331128058994;0.04800447531142744;-0.04800447531142744;3
0.8383799655473839;-0.5247570200020579;0.6277284554823236;0.6675609688043282;0.518124731888902;0.05127704391818845;0.04875391165653489;-1.612.406.014.828.960;0.0;0.0;-1,40E+01;-0.7131720318143036;13.858.434.198.738.900;-0.23733335086727567;0.1966349441887603;-0.19663494418876032;-0.33158640594328403;0.03307331885262763;-0.03307331885262763;3
104.843.631.666.394;-0.4980161852226702;0.6395579169797497;0.6893612874176306;0.518124731888902;0.12312610624136557;-0.13208676668905736;-1.612.406.014.828.960;0.0;0.0;-1,40E+01;-0.763712767913931;14.405.919.482.602.400;-0.20889031504447728;0.20304937233270784;-0.20304937233270787;-0.33157998605082084;0.017455145992349284;-0.017455145992349284;3
1.145.361.610.740.810;-0.4426651839900044;0.6395579169797497;0.6893612874176306;0.518124731888902;0.15250721363905145;-0.1150462644928687;-1.612.406.014.828.960;1.087.382.652.712.090;0.0;-1,40E+01;-0.8092940180717855;14.789.993.688.436.600;-0.17181549324258016;0.20954449522043767;-0.2095444952204377;-0.33157863420251593;0.0011499567305923932;-0.0011499567305923932;3
0.9477679868994962;0.7810128630728274;0.6395579169797497;0.6893612874176306;0.518124731888902;11.574.031.167.842.500;15.318.188.778.939.100;-0.45799446329325877;0.0;0.0;-1,40E+01;-14.308.106.111.646.900;-0.195330121579115;26.227.467.767.181.100;0.40514339505665886;-0.4051433950566589;-0.2161908398751601;-15.624.993.730.345.100;15.624.993.730.345.100;0
12.543.454.545.304.100;0.8629714331682763;0.6395579169797497;0.6893612874176306;0.518124731888902;1.207.390.335.549.420;1.562.974.418.872.760;-0.45799446329325877;0.0;0.0;-1,40E+01;-14.411.315.955.592.400;-0.32074515453697744;2.770.805.946.913.420;0.4079444154032312;-0.4079444154032641;-0.21636097673433102;-15.660.718.583.222.000;15.660.718.583.222.000;0
12.855.339.040.060.100;0.8699708852790704;0.6395579169797497;0.6893612874176306;0.518124731888902;12.630.964.310.377.200;15.967.718.981.766.000;-0.45799446329325877;0.0;0.0;-1,40E+01;-1.452.752.124.158.300;-0.43057239284643484;29.048.293.108.164.300;0.41066188364717965;-0.4106618836471797;-0.21651724374085216;-156.964.434.360.989;156.964.434.360.989;0
13.541.105.353.073.400;0.9312735656478882;0.6395579169797497;0.6893612874176306;0.518124731888902;13.312.161.200.480.600;16.239.967.504.280.300;-0.45799446329325877;0.0;0.0;-1,40E+01;-14.650.534.482.161.700;-0.5207502087933981;3.019.540.846.146.610;0.4117176477392105;-0.41171764773921055;-0.2166420724147004;-15.731.710.278.041.400;15.731.710.278.041.400;0
14.287.849.759.212.800;0.9174998818188317;0.6395579169797497;0.6893612874176306;0.518124731888902;13.888.285.077.774.100;16.492.240.395.556.800;-0.45799446329325877;0.0;0.0;-1,40E+01;-14.768.462.737.953.000;-0.594714398918448;311.650.764.896.933;0.4119919975648107;-0.41199199756481075;-0.21670217510951623;-15.766.519.109.049.700;15.766.519.109.049.700;0
1.377.605.552.745.290;0.9561620164715096;0.6395579169797497;0.6893612874176306;0.518124731888902;1.433.876.008.949.710;1.664.399.075.544.350;-0.45799446329325877;0.0;0.0;-1,40E+01;-14.880.831.311.930.700;-0.6501011392073937;3.193.187.759.712.460;0.41333923596275923;-0.4133392359627593;-0.21679833942122154;-15.802.243.961.926.500;1.580.224.396.192.650;0
12.728.673.306.557.700;0.9880008129108196;0.6395579169797497;0.6893612874176306;0.518124731888902;14.941.965.420.056.100;16.790.908.301.321.000;-0.45799446329325877;0.0;0.0;-1,40E+01;-14.994.362.531.800.500;-0.6897445316199055;32.536.692.864.361.700;0.4145482651799343;-0.4145482651798992;-0.21694720917299612;-1.583.934.284.760.640;1.583.934.284.760.640;0
14.128.884.966.584.700;1.012.469.766.178.550;0.6395579169797497;0.6893612874176306;0.518124731888902;15.584.506.939.716.100;16.982.932.111.283.600;-0.45799446329325877;0.0;0.0;-1,40E+01;-15.115.733.242.450.600;-0.714861740404416;33.003.487.624.268.900;0.41545567974622377;-0.4154556797462238;-0.21711179809110712;-15.876.899.744.220.500;15.876.899.744.220.500;0
13.246.407.191.192.700;10.015.314.047.478.000;0.6395579169797497;0.6893612874176306;0.518124731888902;16.561.254.773.698.900;1.725.195.875.779.180;-0.45799446329325877;0.0;0.0;-1,40E+01;-15.257.688.910.346.800;-0.7375612910385323;33.479.911.510.775.300;0.41838188438225127;-0.4183818843822514;-0.2174557704368223;-15.915.372.662.703.300;15.915.372.662.703.300;0
1.067.886.043.889.310;10.978.570.078.986.700;0.6395579169797497;0.6893612874176306;0.518124731888902;17.394.955.043.085.900;17.100.852.773.106.400;-0.45799446329325877;0.0;0.0;-1,40E+01;-15.425.622.097.169.300;-0.7575319297358052;33.971.841.292.716.100;0.42354481834929414;-0.4235448183492942;-0.21799152308443998;-15.954.303.592.120.500;15.954.303.592.120.500;0
11.385.046.505.281.700;1.215.089.579.878.240;0.6395579169797497;0.6893612874176306;0.518124731888902;18.077.437.923.986.800;16.507.383.212.785.300;-0.45799446329325877;0.0;0.0;-1,40E+01;-15.609.950.464.723.000;-0.7569505145988158;34.277.463.606.531.100;0.42874240030583105;-0.4287424003058311;-0.21850619078205943;-15.994.608.554.340.500;15.994.608.554.340.500;0
